sim_time,super_dense_time,controller.moveDiscreteCommand,controller.MovementArgs_target_X,controller.MovementArgs_target_Y,controller.MovementArgs_target_Z,dmodel.movediscrete,mapping.q0,mapping.q1,mapping.q2,mapping.q3,mapping.q4,mapping.q5,mapping.robotStopped,mapping.moveCompleted
10.5,1,True,3.0,20.0,2.0,True,-1.6658244308251566,-1.7417918353444097,1.6485805138434415,-2.2639244574865636,-1.5036262554510937,-0.06714662726238352,True,True
11.0,1,False,3.0,20.0,2.0,True,-1.6658575618560754,-1.740763913036722,1.6485805138434424,-2.2638974054561922,-1.5037511075007854,-0.06747811441821083,True,True
11.5,1,False,3.0,20.0,2.0,True,-1.6657550780264883,-1.7405870646989783,1.6485805138434406,-2.263862922221251,-1.5035768824468612,-0.06712481121082581,True,False
12.0,1,False,3.0,20.0,2.0,True,-1.665813031350857,-1.7433071150916426,1.6485805138434388,-2.2637927981230668,-1.5035487457769703,-0.06714190954971677,False,False
12.5,1,False,3.0,20.0,2.0,True,-1.6826545527381356,-1.7681384574123484,1.6630730734396533,-2.2531156834092476,-1.490314946932112,-0.0820602439464726,True,False
13.0,1,False,3.0,20.0,2.0,True,-1.9962423142211305,-2.043499531748826,1.921946062654432,-2.1341005613589994,-1.2256373861544034,-0.366196729333784,True,True
13.5,1,False,3.0,20.0,2.0,True,-2.250667936387768,-2.1364886770160103,2.0415913858233266,-2.130611074570224,-1.0863014362801628,-0.5475690324225613,True,True
14.0,1,False,3.0,20.0,2.0,True,-2.293032265224384,-2.12878021849085,2.043560533122305,-2.130442569206031,-1.0843874055119906,-0.5571786217147614,True,True
14.5,1,False,3.0,20.0,2.0,True,-2.293005760149552,-2.128860981070509,2.043560533122304,-2.1305005525010285,-1.0841658286053857,-0.556800998370858,True,True
15.0,1,True,8.0,10.0,0.0,True,-2.2930232190014577,-2.128875828955657,2.043560533122303,-2.1307363338182626,-1.0840073145632179,-0.5571565321885128,True,True
15.5,1,False,8.0,10.0,0.0,True,-2.2930896409112007,-2.1298256538125093,2.043560533122302,-2.1308581616850892,-1.0842950317760724,-0.5573241831739857,True,True
16.0,1,False,8.0,10.0,0.0,True,-2.293050256547861,-2.1300624923931055,2.043560533122302,-2.1308387916048623,-1.0845538776958819,-0.5572109307349553,False,False
16.5,1,False,8.0,10.0,0.0,True,-2.293059350545497,-2.1311499914121805,2.043560533122302,-2.1306264935155363,-1.084614253186201,-0.5578782418063462,False,False
