sim_time,super_dense_time,controller.moveDiscreteCommand,controller.MovementArgs_target_X,controller.MovementArgs_target_Y,controller.MovementArgs_target_Z,dmodel.movediscrete,mapping.q0,mapping.q1,mapping.q2,mapping.q3,mapping.q4,mapping.q5,mapping.robotStopped,mapping.moveCompleted
76.0,1,False,1.0,13.0,0.0,True,-2.92396698605775,-1.3083272049901806,1.5830913958677009,-2.084848797428349,-0.8977687028505033,-1.2484941249008852,True,False
76.5,1,False,1.0,13.0,0.0,True,-2.668183597680753,-1.3544228661649038,1.3854454320114646,-2.077243875855882,-0.9262466004116776,-0.9912864804855372,True,False
77.0,1,False,1.0,13.0,0.0,True,-2.5847030228248835,-1.3439952487639282,1.3616514863476032,-2.0769884883062,-0.9270523272719764,-0.8527899814196309,True,True
77.5,1,False,1.0,13.0,0.0,True,-2.584768383884609,-1.3436288434594337,1.3616514570110434,-2.0767080975835066,-0.9268726867100652,-0.8492673790412018,True,True
78.0,1,False,1.0,13.0,0.0,True,-2.5846703688082266,-1.343173458940071,1.3616514570110443,-2.0770588923254465,-0.9268268344751149,-0.8492034103560964,True,False
78.5,1,False,1.0,13.0,0.0,True,-2.5847005960360034,-1.3429227056781654,1.3616514570110416,-2.076560514709878,-0.9264648668669677,-0.8490454647506782,True,False
79.0,1,False,1.0,13.0,0.0,True,-2.5846500895449322,-1.3436972059547694,1.3616514570110398,-2.0767675391037743,-0.9265509842882782,-0.8492320539271607,True,True
79.5,1,False,1.0,13.0,0.0,True,-2.584808315311391,-1.3461679198772325,1.361651457011038,-2.077545995913063,-0.9269871652405284,-0.849163183926037,True,True
80.0,1,True,0.0,23.0,1.0,True,-2.5847582161273133,-1.343983981769389,1.361651457011038,-2.076935659073998,-0.9271948672276187,-0.84960044182034,True,True
80.5,1,False,0.0,23.0,1.0,True,-2.584750436968518,-1.344484585302915,1.3616514570110398,-2.0770239185010375,-0.9271016288527179,-0.8495574691982384,True,True
81.0,1,False,0.0,23.0,1.0,True,-2.584694526227545,-1.3449931967277005,1.3616514570110363,-2.077139219756547,-0.9271149974753925,-0.8496718197770101,True,False
81.5,1,False,0.0,23.0,1.0,True,-2.5848005677559076,-1.345382549163836,1.361651457011038,-2.0772909290617507,-0.9271645693954325,-0.849405611660123,False,False
82.0,1,False,0.0,23.0,1.0,True,-2.5783035730042245,-1.3523721268028153,1.3700797609713513,-2.0868496193123924,-0.9294213677913277,-0.8440922568662019,False,False
82.5,1,False,0.0,23.0,1.0,True,-2.3983570942491665,-1.5368664599053155,1.5200897559649746,-2.2301171350616693,-1.129072515927322,-0.6028459089576144,False,False
83.0,1,False,0.0,23.0,1.0,True,-1.9372218972714776,-1.7479875335879003,1.6478461821603165,-2.2638936946359074,-1.4204316655858023,-0.23287478204303635,True,True
83.5,1,False,0.0,23.0,1.0,True,-1.6902149010787415,-1.7404093160966294,1.6485805161702798,-2.263497691878764,-1.5032757440232531,-0.07164986713105082,True,True
84.0,1,False,0.0,23.0,1.0,True,-1.665634201945073,-1.7411479309870552,1.648580516170278,-2.2638335881274,-1.5034315497251924,-0.06702281193769011,True,True
84.5,1,False,0.0,23.0,1.0,True,-1.6657127003521284,-1.7423332379369194,1.648580516170278,-2.263810498681832,-1.5032026477863578,-0.06613025238411163,True,True
85.0,1,False,0.0,23.0,1.0,True,-1.6657930211304173,-1.7409999404140724,1.6485805161702753,-2.263702784352634,-1.5035268215710653,-0.06712659218045491,True,True
85.5,1,True,3.0,20.0,2.0,True,-1.665738311079319,-1.739899881464006,1.6485805161702762,-2.2634279420528713,-1.5032290980994079,-0.06671994397541292,True,True
86.0,1,False,3.0,20.0,2.0,True,-1.665731317411649,-1.74041745138266,1.6485805161702745,-2.2637880483523185,-1.5035188470530958,-0.06705173776271955,True,True
86.5,1,False,3.0,20.0,2.0,True,-1.6657917713850097,-1.7406195137250338,1.6485805161702745,-2.263889580008482,-1.5035513473165532,-0.06684008045023182,False,False
87.0,1,False,3.0,20.0,2.0,True,-1.6657897610950316,-1.7432178871443424,1.6485805161702674,-2.2635076870972552,-1.5033947911045589,-0.06692056048468364,False,False
87.5,1,False,3.0,20.0,2.0,True,-1.688390118833813,-1.7614474316315478,1.663073075807925,-2.24675889147806,-1.4889286831142376,-0.07476556596931161,True,False
88.0,1,False,3.0,20.0,2.0,True,-1.914901858269035,-1.9613728775057178,1.8495727622838745,-2.1443381403995945,-1.298092122385282,-0.25477393381020264,True,True
88.5,1,False,3.0,20.0,2.0,True,-2.2587452721576815,-2.1333239214877713,2.0415913858606407,-2.1304315997079195,-1.0864780635777107,-0.5480936189469987,True,True
89.0,1,False,3.0,20.0,2.0,True,-2.2929760118565614,-2.131301794052642,2.0435605287437193,-2.130390942538578,-1.0841404145286733,-0.556611328559673,True,True
89.5,1,False,3.0,20.0,2.0,True,-2.293009186125907,-2.127902289936843,2.0435605287437175,-2.130344618236948,-1.0844323739402553,-0.5571916829555077,True,True
90.0,1,True,8.0,10.0,0.0,True,-2.293108923074727,-2.130329515360553,2.0435605287437157,-2.13049439837648,-1.084504772058514,-0.557209271130652,True,True
90.5,1,False,8.0,10.0,0.0,True,-2.29295998341944,-2.1277392370572246,2.043560528743714,-2.1303156589019467,-1.0839699712627118,-0.5572017935015943,True,True
91.0,1,False,8.0,10.0,0.0,True,-2.2930389577464885,-2.1272813524363263,2.0435605287437157,-2.1303049486316263,-1.084072033560009,-0.5571277933739389,True,False
91.5,1,False,8.0,10.0,0.0,True,-2.2930731100123705,-2.128283573832384,2.043560528743714,-2.130393317393647,-1.0842894402634524,-0.5575584231284192,False,False
92.0,1,False,8.0,10.0,0.0,True,-2.3006819390685243,-2.129962619896964,2.0351322247417105,-2.1346305227203066,-1.0809202683755723,-0.5605940551062094,False,False
92.5,1,False,8.0,10.0,0.0,True,-2.587007924893391,-1.8665640485253316,1.8194499836255025,-2.1695005987765503,-0.8700505003834085,-0.8631058982325497,True,False
93.0,1,False,8.0,10.0,0.0,True,-2.9353735830300742,-1.4467962614221221,1.7330586504084655,-2.1699051233525353,-0.787842336995797,-1.2799334842215986,True,True
93.5,1,False,8.0,10.0,0.0,True,-3.0754931006680666,-1.2034856145920676,1.7323827783134602,-2.1695469603614095,-0.7872896298834009,-1.4796934947466491,True,True
94.0,1,False,8.0,10.0,0.0,True,-3.075551814602769,-1.2013819296087664,1.7323827783134638,-2.169777534951023,-0.7874472159482404,-1.4779739598937054,True,True
94.5,1,False,8.0,10.0,0.0,True,-3.0756644665592328,-1.2018779269278985,1.7323827783134673,-2.1706217702945647,-0.7875878808677257,-1.477938492053231,True,True
95.0,1,False,8.0,10.0,0.0,True,-3.075592116230566,-1.201652178545637,1.7323827783134709,-2.169834377860748,-0.7875035142808371,-1.4778658929035862,True,True
95.5,1,False,8.0,10.0,0.0,True,-3.0757523684156576,-1.1999502483606603,1.732382778313469,-2.169600602982902,-0.7873017862596754,-1.4777426901373145,True,True
96.0,1,False,8.0,10.0,0.0,True,-3.075637826011783,-1.2016580426414274,1.73238277831347,-2.1700937916926994,-0.7871954421807801,-1.4782037682563223,True,True
96.5,1,False,8.0,10.0,0.0,True,-3.075624332225705,-1.2013168468639783,1.7323827783134726,-2.1701093337559856,-0.7876651776783934,-1.478024556182275,True,True
97.0,1,False,8.0,10.0,0.0,True,-3.0755996198555406,-1.2032327970432162,1.7323827783134735,-2.17023345359772,-0.7878881071387829,-1.4781131246087638,True,True
97.5,1,False,8.0,10.0,0.0,True,-3.075646749206604,-1.2008641855893725,1.7323827783134735,-2.1695942137119735,-0.7874033573055108,-1.4779472895122705,True,True
98.0,1,False,8.0,10.0,0.0,True,-3.075618260814525,-1.2005706848315754,1.7323827783134762,-2.169672374332058,-0.7870083691602234,-1.4780908655370242,True,True
98.5,1,True,1.0,13.0,0.0,True,-3.0757522223432456,-1.2006149125949817,1.7323827783134762,-2.1697237385505774,-0.7873380110709052,-1.4778572530506402,True,True
99.0,1,False,1.0,13.0,0.0,True,-3.0755375047012086,-1.2018292563382262,1.7323827783134789,-2.1698580937063134,-0.7876303381608132,-1.4779355082686196,True,True
99.5,1,False,1.0,13.0,0.0,True,-3.07564297009589,-1.2023072034685534,1.7323827783134815,-2.170047054174985,-0.7870466699698802,-1.4779675272934414,False,False
