time,{dmodel}.dmodel.movediscrete,{dmodel}.dmodel.pick,{dmodel}.dmodel.place,{dmodel}.dmodel.target_X,{dmodel}.dmodel.target_Y,{dmodel}.dmodel.target_Z,{dmodel}.dmodel.closing_diameter,{dmodel}.dmodel.closing_speed,{dmodel}.dmodel.closing_force,{dmodel}.dmodel.opening_diameter,{dmodel}.dmodel.opening_speed,{dmodel}.dmodel.opening_force,{dmodel}.dmodel.stop,{dmodel}.dmodel.movejoint,{dmodel}.dmodel.target_q0,{dmodel}.dmodel.target_q1,{dmodel}.dmodel.target_q2,{dmodel}.dmodel.target_q3,{dmodel}.dmodel.target_q4,{dmodel}.dmodel.target_q5,{dmodel}.dmodel.movecartesian,{dmodel}.dmodel.target_x,{dmodel}.dmodel.target_y,{dmodel}.dmodel.target_z,{dmodel}.dmodel.target_rx,{dmodel}.dmodel.target_ry,{dmodel}.dmodel.target_rz,{dmodel}.dmodel.setvelocity,{dmodel}.dmodel.target_v,{dmodel}.dmodel.state,{mapping}.mapping.feasibleMoveDiscreteCommand,{mapping}.mapping.robotStopped,{mapping}.mapping.gripperOpened,{mapping}.mapping.collision,{mapping}.mapping.gripperClosed,{mapping}.mapping.nonfeasibleMoveDiscreteCommand,{mapping}.mapping.moveCompleted,{mapping}.mapping.q0,{mapping}.mapping.q1,{mapping}.mapping.q2,{mapping}.mapping.q3,{mapping}.mapping.q4,{mapping}.mapping.q5,{mapping}.mapping.qd0,{mapping}.mapping.qd1,{mapping}.mapping.qd2,{mapping}.mapping.qd3,{mapping}.mapping.qd4,{mapping}.mapping.qd5,{mapping}.mapping.qdd0,{mapping}.mapping.qdd1,{mapping}.mapping.qdd2,{mapping}.mapping.qdd3,{mapping}.mapping.qdd4,{mapping}.mapping.qdd5,{mapping}.mapping.t0,{mapping}.mapping.t1,{mapping}.mapping.t2,{mapping}.mapping.t3,{mapping}.mapping.t4,{mapping}.mapping.t5,{rmqfmu}.rmqfmu.closeGripperCommand,{rmqfmu}.rmqfmu.openGripperCommand,{rmqfmu}.rmqfmu.moveDiscreteCommand,{rmqfmu}.rmqfmu.MovementArgs_target_X,{rmqfmu}.rmqfmu.MovementArgs_target_Y,{rmqfmu}.rmqfmu.MovementArgs_target_Z
10.0,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.074024264012472,-1.2015086573413392,1.7330711523639124,-2.169197221795553,-0.7881396452533167,-1.4757559935199183,-0.06222965568304062,0.0732993334531784,-0.026368768885731697,-0.004640217870473862,0.024302497506141663,-0.07438173145055771,0.0,0.0,0.0,0.0,0.0,0.0,2.1790261736487007,12.743561345828436,-15.588282439710264,-0.036258191943819094,0.13938206404212258,-0.3675181874083772,false,false,false,0,0,0
10.5,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.0756266752826136,-1.1997459393790741,1.7323649565326136,-2.169300695458883,-0.7875822226153772,-1.477621857319967,1.3449389127129358E-37,7.083466334734112E-5,-1.502466038800776E-4,-0.0,1.2149394024163485E-4,-9.396275709150359E-5,0.0,0.0,0.0,0.0,0.0,0.0,1.3225960415071212,13.720909357265473,-14.848536648046368,-0.006720397442342914,0.13961226213544592,-0.3310534572191452,false,false,false,0,0,0
11.0,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.0756266752826136,-1.1997459393790741,1.7323649565326136,-2.169300695458883,-0.7875822226153772,-1.477621857319967,1.3449389127129358E-37,7.083466334734112E-5,-1.502466038800776E-4,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1238917293331414,13.370707735046693,-14.989840076795215,-0.006253757471311369,0.14268858682088714,-0.322703403627545,false,false,false,0,0,0
11.5,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.0756073633777063,-1.1996843379786988,1.7323821226703089,-2.1693245373167933,-0.7875292936908167,-1.4776595274554651,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1238917293331414,13.370707735046693,-14.989840076795215,-0.006253757471311369,0.14268858682088714,-0.322703403627545,false,false,false,0,0,0
12.0,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.0755744616137903,-1.199664906864502,1.7323821226703089,-2.1693369350829066,-0.7875707785235804,-1.4776175657855433,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0541414191488176,13.559573992379553,-14.915283050105867,-0.010395254741907278,0.1400079729278423,-0.32092031260307585,false,false,false,0,0,0
12.5,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.0756357351886194,-1.1996933978847046,1.732415024434225,-2.1692902050414027,-0.7875750700580042,-1.4776762167560022,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0833749750711412,13.728024739593327,-15.091573547052095,-0.010529606452615956,0.1386217510778247,-0.3162750330535004,false,false,false,0,0,0
13.0,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.0755985418902796,-1.199721948509552,1.7324064413653772,-2.1693130932249964,-0.7875540892230433,-1.477654759083883,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.396548194607003,13.425430570609143,-14.988839449810735,-0.004247648442215278,0.13789311926468045,-0.3074355024233073,false,false,false,0,0,0
13.5,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.075611416493551,-1.1996767979911347,1.7323945204364222,-2.169267793694967,-0.7875736395465296,-1.477593723927633,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3966551021644358,13.457402583835144,-15.064030911266181,-0.005247367452196692,0.13438648820208957,-0.30487151431221143,false,false,false,0,0,0
14.0,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.075611416493551,-1.1996767979911347,1.7323945204364222,-2.169267793694967,-0.7875736395465296,-1.477593723927633,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3966551021644358,13.457402583835144,-14.966046572102453,-0.010142333053791785,0.13278606897742634,-0.31026159131819514,false,false,false,0,0,0
14.5,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.07564360300173,-1.1996677380851288,1.7324441115008753,-2.169272562066549,-0.7875583807574671,-1.4776504675494593,0.0,0.0,-0.0,-0.0,1.58521999738332E-29,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.189049748566188,13.606911094372983,-14.966046572102453,-0.010142333053791785,0.13278606897742634,-0.31026159131819514,false,false,false,0,0,0
15.0,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.0755820910083216,-1.1996933978847046,1.7324021498309534,-2.1692964039244593,-0.7875531355487269,-1.477670971547262,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.324185751228508,13.677349667757737,-14.884253946630702,-0.010205867810993266,0.13787715239442322,-0.3043348826757397,false,false,false,0,0,0
