time,{mapping}.mapping.feasibleMoveDiscreteCommand,{mapping}.mapping.robotStopped,{mapping}.mapping.gripperOpened,{mapping}.mapping.collision,{mapping}.mapping.gripperClosed,{mapping}.mapping.nonfeasibleMoveDiscreteCommand,{mapping}.mapping.moveCompleted,{mapping}.mapping.q0,{mapping}.mapping.q1,{mapping}.mapping.q2,{mapping}.mapping.q3,{mapping}.mapping.q4,{mapping}.mapping.q5,{mapping}.mapping.qd0,{mapping}.mapping.qd1,{mapping}.mapping.qd2,{mapping}.mapping.qd3,{mapping}.mapping.qd4,{mapping}.mapping.qd5,{rmqfmu}.rmqfmu.closeGripperCommand,{rmqfmu}.rmqfmu.openGripperCommand,{rmqfmu}.rmqfmu.moveDiscreteCommand,{rmqfmu}.rmqfmu.MovementArgs_target_X,{rmqfmu}.rmqfmu.MovementArgs_target_Y,{rmqfmu}.rmqfmu.MovementArgs_target_Z,{dmodel}.dmodel.movediscrete,{dmodel}.dmodel.pick,{dmodel}.dmodel.place,{dmodel}.dmodel.target_X,{dmodel}.dmodel.target_Y,{dmodel}.dmodel.target_Z,{dmodel}.dmodel.closing_diameter,{dmodel}.dmodel.closing_speed,{dmodel}.dmodel.closing_force,{dmodel}.dmodel.opening_diameter,{dmodel}.dmodel.opening_speed,{dmodel}.dmodel.opening_force,{dmodel}.dmodel.stop,{dmodel}.dmodel.movejoint,{dmodel}.dmodel.target_q0,{dmodel}.dmodel.target_q1,{dmodel}.dmodel.target_q2,{dmodel}.dmodel.target_q3,{dmodel}.dmodel.target_q4,{dmodel}.dmodel.target_q5,{dmodel}.dmodel.movecartesian,{dmodel}.dmodel.target_x,{dmodel}.dmodel.target_y,{dmodel}.dmodel.target_z,{dmodel}.dmodel.target_rx,{dmodel}.dmodel.target_ry,{dmodel}.dmodel.target_rz,{dmodel}.dmodel.setvelocity,{dmodel}.dmodel.target_v,{dmodel}.dmodel.state
0.0,false,false,false,false,false,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,0,0,0,false,false,false,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,
0.1,false,true,true,false,false,false,true,-4.4269001087116067E-7,-2.33047394281094E-4,-5.773159728050814E-15,-2.7368220612489225E-4,1.5970855158808916E-5,-1.2965845104551121E-4,-1.1455104713675967E-4,0.0021360299314210807,0.0,-0.005780919859344048,-9.784638370647012E-5,0.007335825606347313,false,false,false,0,0,0,false,false,false,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,
0.2,false,true,true,false,false,false,true,-4.227291289460311E-6,-9.084506979695206E-4,-8.881784197001252E-15,-1.7532241347639754E-4,1.2948598273609946E-6,-3.715627740050742E-4,-9.130943039004275E-4,0.01101867311268402,0.0,0.003621972812428786,1.51263792602666E-4,0.008392425994330389,false,false,false,0,0,0,false,false,false,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,
0.30000000000000004,false,true,true,false,false,false,true,-2.3470887962062648E-6,-6.607438925549936E-4,-7.993605777301127E-15,-1.339200936447682E-4,2.8867825929701496E-6,-3.79888962079189E-4,3.104664037856319E-4,-0.017098827580852936,0.0,-0.008779597556696404,3.576401000238226E-4,0.00745883019446241,false,false,false,0,0,0,false,false,false,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,
0.4,false,true,true,false,false,false,true,6.357625319530769E-7,-0.003961466011567438,-7.549516567451064E-15,-6.552258404477485E-4,4.401985294943955E-6,-2.414122281768627E-4,5.076497577860659E-4,-0.07065971937780953,0.0,-0.02453256953760582,-4.823205649096099E-4,-0.0016209659015054346,false,false,false,0,0,0,false,false,false,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,
0.5,false,true,true,false,false,false,true,4.603759524268725E-6,-5.822181028505291E-4,-6.661338147750939E-15,5.9189695040817725E-5,3.0010708584882195E-6,6.4749891297566364E-6,3.673683236726866E-4,0.018073024152088054,-8.881784197001442E-14,0.003323174327452065,8.959425832344628E-5,-1.338858507615754E-4,false,false,false,0,0,0,false,false,false,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,
0.6,false,true,true,false,false,false,true,4.197810685724335E-6,-0.001264155106370346,-3.552713678800501E-15,-4.4958599176503355E-4,4.586858638244706E-6,-4.3168993141495804E-5,6.719335612359744E-5,-0.03881844790267846,-8.881784197001442E-14,0.017608399038593722,4.719441107248302E-4,0.0089996131581673,false,false,false,0,0,0,false,false,false,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,
0.7,false,true,true,false,false,false,true,5.253141237115955E-6,-0.0013040713073202426,-7.105427357601002E-15,-1.7284362747727045E-4,-1.0992076360238912E-6,-1.6162849409973035E-4,4.7641196090354346E-4,0.05640815647769535,-8.881784197001442E-14,0.017058387663216133,-9.698649579448422E-4,3.69556348900354E-4,false,false,false,0,0,0,false,false,false,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,
0.7999999999999999,false,true,true,false,false,false,true,3.947332847253904E-7,-9.790877008750698E-4,-8.43769498715119E-15,-2.8245966540207945E-4,7.829456540431323E-6,-1.5195737111461938E-4,-1.2108528677501598E-4,-0.017402482853068706,0.0,-0.007748086223547,-4.3813507071278446E-4,-0.006543586980534284,false,false,false,0,0,0,false,false,false,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,
0.8999999999999999,false,true,true,false,false,false,true,-8.035292184516152E-6,-9.557240520283727E-4,-7.993605777301127E-15,-2.3925512745570643E-4,-5.954206482972069E-6,-1.435472478927835E-4,-5.235373500944829E-4,0.03267498994299414,8.881784197001442E-14,0.016181099201073922,-3.2012443620389036E-4,0.0030849637338903994,false,false,false,0,0,0,false,false,false,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,
0.9999999999999999,false,true,true,false,false,false,true,-1.94394786445784E-6,9.244607785170444E-4,-1.021405182655144E-14,3.498933720362807E-4,-1.1708687397415929E-7,9.417705106429253E-6,9.620759564121988E-4,0.06221631643246316,0.0,0.016882670985119225,-4.035137796343322E-4,0.012434641375769483,false,false,true,0,23,1,false,false,false,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,
1.0999999999999999,false,true,true,false,false,false,true,2.4470802304499273E-6,-4.81319212096043E-4,-9.769962616701378E-15,-1.7990352686236832E-4,4.023450058454614E-6,-1.4482749648436766E-4,6.352512173180138E-4,-0.0749896880353889,0.0,-0.022285018671564436,-5.795347757242676E-5,0.002778742151932138,false,false,true,0,23,1,true,false,false,0,23,1,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmMove
1.2,false,false,true,false,false,false,false,-5.645502243805112E-4,-0.0016028311793516714,5.635231786795813E-4,-0.0027282648483639704,-5.196983755064721E-4,5.4478964522264306E-5,-0.03437714488008299,-0.14355123298744082,0.03534291700431145,-0.05355283361927591,-0.014487156308185287,0.002119560286484346,false,false,false,0,0,0,true,false,false,0,23,1,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmMove
1.3,true,false,true,false,false,false,false,-0.02234209590870151,-0.04334410040276193,0.022932644685401016,-0.022805023875859032,-0.014045393684392948,-0.009848301103294599,-0.19085108803077802,-0.3001070781947199,0.25132742345586556,-0.21135411536953336,-0.18936552900636153,-0.1117838211210301,false,false,false,0,0,0,true,false,false,0,23,1,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmMove
1.4000000000000001,true,false,true,false,false,false,false,-0.08630009261875049,-0.1295926993795069,0.0883052681921046,-0.10700600279931471,-0.08658236221093363,-0.04538120244252264,-0.5487890024554106,-0.6585373662697372,0.6633467878868722,-0.6171033692069651,-0.5548012946409407,-0.11885682492332268,false,false,false,0,0,0,true,false,false,0,23,1,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmMove
1.5000000000000002,true,false,true,false,false,false,false,-0.4586194230922458,-0.577192214013551,0.47764648875678084,-0.47914773739981564,-0.40963628613283465,-0.0675130925720997,-1.1536645982810763,-1.1780519511464795,1.1636173547904207,-1.2477525601705612,-1.0683132379266986,0.007910877681637103,false,false,false,0,0,0,true,false,false,0,23,1,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmMove
