time,{dmodel}.dmodel.movediscrete,{dmodel}.dmodel.pick,{dmodel}.dmodel.place,{dmodel}.dmodel.target_X,{dmodel}.dmodel.target_Y,{dmodel}.dmodel.target_Z,{dmodel}.dmodel.closing_diameter,{dmodel}.dmodel.closing_speed,{dmodel}.dmodel.closing_force,{dmodel}.dmodel.opening_diameter,{dmodel}.dmodel.opening_speed,{dmodel}.dmodel.opening_force,{dmodel}.dmodel.stop,{dmodel}.dmodel.movejoint,{dmodel}.dmodel.target_q0,{dmodel}.dmodel.target_q1,{dmodel}.dmodel.target_q2,{dmodel}.dmodel.target_q3,{dmodel}.dmodel.target_q4,{dmodel}.dmodel.target_q5,{dmodel}.dmodel.movecartesian,{dmodel}.dmodel.target_x,{dmodel}.dmodel.target_y,{dmodel}.dmodel.target_z,{dmodel}.dmodel.target_rx,{dmodel}.dmodel.target_ry,{dmodel}.dmodel.target_rz,{dmodel}.dmodel.setvelocity,{dmodel}.dmodel.target_v,{dmodel}.dmodel.state,{mapping}.mapping.feasibleMoveDiscreteCommand,{mapping}.mapping.robotStopped,{mapping}.mapping.gripperOpened,{mapping}.mapping.collision,{mapping}.mapping.gripperClosed,{mapping}.mapping.nonfeasibleMoveDiscreteCommand,{mapping}.mapping.moveCompleted,{mapping}.mapping.q0,{mapping}.mapping.q1,{mapping}.mapping.q2,{mapping}.mapping.q3,{mapping}.mapping.q4,{mapping}.mapping.q5,{mapping}.mapping.qd0,{mapping}.mapping.qd1,{mapping}.mapping.qd2,{mapping}.mapping.qd3,{mapping}.mapping.qd4,{mapping}.mapping.qd5,{mapping}.mapping.qdd0,{mapping}.mapping.qdd1,{mapping}.mapping.qdd2,{mapping}.mapping.qdd3,{mapping}.mapping.qdd4,{mapping}.mapping.qdd5,{mapping}.mapping.t0,{mapping}.mapping.t1,{mapping}.mapping.t2,{mapping}.mapping.t3,{mapping}.mapping.t4,{mapping}.mapping.t5,{controller}.controller.closeGripperCommand,{controller}.controller.openGripperCommand,{controller}.controller.moveDiscreteCommand,{controller}.controller.MovementArgs_target_X,{controller}.controller.MovementArgs_target_Y,{controller}.controller.MovementArgs_target_Z
10.0,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.075573269520895,-1.1997218889049073,1.732450310383932,-2.169309755364889,-0.7875455061541956,-1.4776385466205042,-1.556746574351564E-4,0.0,-8.627820352558047E-5,0.0,9.920559386955574E-5,-1.1446067219367251E-4,0.0,0.0,0.0,0.0,0.0,0.0,1.3140474329194471,13.460753674677106,-14.216203120912185,-0.01597410115991939,0.15387041489790088,-0.312257112723846,false,false,false,0,0,0
10.5,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.075573269520895,-1.1997218889049073,1.732450310383932,-2.169309755364889,-0.7875455061541956,-1.4776385466205042,-1.556746574351564E-4,0.0,-8.627820352558047E-5,0.0,9.920559386955574E-5,-1.1446067219367251E-4,0.0,0.0,0.0,0.0,0.0,0.0,1.3140474329194471,13.460753674677106,-14.216203120912185,-0.01597410115991939,0.15387041489790088,-0.312257112723846,false,false,false,0,0,0
11.0,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.07558781305422,-1.1997309190085907,1.7324555555926722,-2.169326444665426,-0.7875579039203089,-1.4776385466205042,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3304140762222654,13.473504638907812,-14.281289503502492,-0.01640161867750321,0.15126455112135592,-0.30602895485260767,false,false,false,0,0,0
11.5,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.0755909124957483,-1.1997053188136597,1.732436482106344,-2.1693459949889125,-0.787579361592428,-1.477630917225973,0.0,0.0,-0.0,0.0,0.0,-1.0108839900009337E-29,0.0,0.0,0.0,0.0,0.0,0.0,1.1165258628278367,13.45277171394277,-14.218996369355981,-0.017665243465005344,0.1454073658529637,-0.31456582666801414,false,false,false,0,0,0
12.0,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.0755909124957483,-1.1997053188136597,1.7324331442462366,-2.1693417034544886,-0.7875621954547327,-1.4776299635516565,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1660446885255962,13.54710674161254,-14.20537924739869,-0.022984982482169656,0.14564648471917852,-0.3119654771584812,false,false,false,0,0,0
12.5,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.075599733983175,-1.1996813875487824,1.7324331442462366,-2.1693417034544886,-0.7875621954547327,-1.4776299635516565,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1660446885255962,13.54710674161254,-14.20537924739869,-0.022984982482169656,0.14564648471917852,-0.3119654771584812,false,false,false,0,0,0
13.0,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.0756192843066614,-1.1997096699527283,1.732419792805807,-2.1693502865233363,-0.7875621954547327,-1.4776266256915491,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1413496328523647,13.642596480194635,-14.301431082210165,-0.02083964379653441,0.1443511912843146,-0.3115817056740844,false,false,false,0,0,0
13.5,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.0756102244006556,-1.199676976805069,1.7323911825763147,-2.1693245373167933,-0.7875202337848108,-1.477614704762594,-5.841847965572468E-21,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0832175458407405,13.571469035361913,-14.28117068982575,-0.019049806307989452,0.1399977458176159,-0.3062486346823521,false,false,false,0,0,0
14.0,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.0756357351886194,-1.1997009378722687,1.7324441115008753,-2.1693502865233363,-0.7875707785235804,-1.4776132742511194,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1880265651551636,13.392669301972461,-14.284807617436572,-0.01311834672707575,0.14273198854929042,-0.30376114462449305,false,false,false,0,0,0
14.5,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.0756357351886194,-1.1997009378722687,1.7324441115008753,-2.1693502865233363,-0.7875707785235804,-1.4776132742511194,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1880265651551636,13.392669301972461,-14.284807617436572,-0.01311834672707575,0.14273198854929042,-0.30376114462449305,false,false,false,0,0,0
15.0,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.0755909124957483,-1.1996857088855286,1.732398811970846,-2.1692758999266566,-0.7876079718219202,-1.477621857319967,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2240245227833348,13.581556167313533,-14.2655658581704,-0.018841705416500813,0.13775390582410996,-0.3054951701953834,false,false,false,0,0,0
15.5,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.0755789915667933,-1.1996441942504426,1.732431713734762,-2.1693245373167933,-0.7875621954547327,-1.4776881376849573,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2932064395990193,13.548470023625121,-14.2169381060539,-0.015986063327304668,0.13725765745032842,-0.3006275323401036,false,false,true,1,13,0
16.0,true,false,false,1,13,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmMove,true,true,true,false,false,false,true,-3.075604502354757,-1.1996933978847046,1.7323492209063929,-2.1692964039244593,-0.7875621954547327,-1.4776642958270472,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.784464297314162,13.524955452354613,-14.385438157204364,-0.016276470178702422,0.13177541762176792,-0.30441455207994395,false,false,false,0,0,0
16.5,true,false,false,1,13,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-2.585231606160299,-1.3421632957509537,1.3620927969561976,-2.076555391351217,-0.9268401304828089,-0.8494094053851526,0.03332102298736572,-0.01010587066411972,-0.026641538366675377,0.0035057179629802704,-0.009607326239347458,0.041504908353090286,0.0,0.0,0.0,0.0,0.0,0.0,-0.31755445131816507,14.499076500016278,-13.994137723261035,0.088650446650197,-0.0714300237019855,-0.0014359432322242002,false,false,false,0,0,0
17.0,true,false,false,1,13,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-2.584728542958395,-1.3422233623317261,1.3616345564471644,-2.076423784295553,-0.926917854939596,-0.8488462607013147,1.9979409989900887E-4,-5.6123273679986596E-5,-3.331312836962752E-5,0.0,-0.0,1.0612620098982006E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.680500562362853,13.642684499749553,-14.870303725485382,0.05344044901640531,-0.07105050986506095,-0.04245350313838259,false,false,false,0,0,0
17.5,true,false,false,1,13,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-2.5846667925464075,-1.3422472786954422,1.3616388479815882,-2.076369901696676,-0.9269908110248011,-0.8488310019122522,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.803561907439809,13.932216031296727,-14.722897617034558,0.04177932275297734,-0.07318361160775765,-0.0521069126954662,false,false,false,0,0,0
