time,{dmodel}.dmodel.movediscrete,{dmodel}.dmodel.pick,{dmodel}.dmodel.place,{dmodel}.dmodel.target_X,{dmodel}.dmodel.target_Y,{dmodel}.dmodel.target_Z,{dmodel}.dmodel.closing_diameter,{dmodel}.dmodel.closing_speed,{dmodel}.dmodel.closing_force,{dmodel}.dmodel.opening_diameter,{dmodel}.dmodel.opening_speed,{dmodel}.dmodel.opening_force,{dmodel}.dmodel.stop,{dmodel}.dmodel.movejoint,{dmodel}.dmodel.target_q0,{dmodel}.dmodel.target_q1,{dmodel}.dmodel.target_q2,{dmodel}.dmodel.target_q3,{dmodel}.dmodel.target_q4,{dmodel}.dmodel.target_q5,{dmodel}.dmodel.movecartesian,{dmodel}.dmodel.target_x,{dmodel}.dmodel.target_y,{dmodel}.dmodel.target_z,{dmodel}.dmodel.target_rx,{dmodel}.dmodel.target_ry,{dmodel}.dmodel.target_rz,{dmodel}.dmodel.setvelocity,{dmodel}.dmodel.target_v,{dmodel}.dmodel.state,{mapping}.mapping.feasibleMoveDiscreteCommand,{mapping}.mapping.robotStopped,{mapping}.mapping.gripperOpened,{mapping}.mapping.collision,{mapping}.mapping.gripperClosed,{mapping}.mapping.nonfeasibleMoveDiscreteCommand,{mapping}.mapping.moveCompleted,{mapping}.mapping.q0,{mapping}.mapping.q1,{mapping}.mapping.q2,{mapping}.mapping.q3,{mapping}.mapping.q4,{mapping}.mapping.q5,{mapping}.mapping.qd0,{mapping}.mapping.qd1,{mapping}.mapping.qd2,{mapping}.mapping.qd3,{mapping}.mapping.qd4,{mapping}.mapping.qd5,{mapping}.mapping.qdd0,{mapping}.mapping.qdd1,{mapping}.mapping.qdd2,{mapping}.mapping.qdd3,{mapping}.mapping.qdd4,{mapping}.mapping.qdd5,{mapping}.mapping.t0,{mapping}.mapping.t1,{mapping}.mapping.t2,{mapping}.mapping.t3,{mapping}.mapping.t4,{mapping}.mapping.t5,{rmqfmu}.rmqfmu.closeGripperCommand,{rmqfmu}.rmqfmu.openGripperCommand,{rmqfmu}.rmqfmu.moveDiscreteCommand,{rmqfmu}.rmqfmu.MovementArgs_target_X,{rmqfmu}.rmqfmu.MovementArgs_target_Y,{rmqfmu}.rmqfmu.MovementArgs_target_Z
0.0,false,false,false,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,,false,false,false,false,false,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,0,0,0
0.5,false,false,false,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,,false,true,true,false,false,false,true,7.401076840274357E-7,-3.2687459561842047E-4,-8.881784197001252E-16,-1.24630632289513E-4,1.0222244654300994E-5,-1.5323495729946401E-4,-1.4840061162146853E-4,0.010749028397949435,8.881784197001245E-14,0.005959185821247099,-0.001123500575062052,-0.0044719558510486436,0.0,0.0,0.0,0.0,0.0,0.0,-44.288780049992745,46.04560448411129,13.388471755314239,-0.34037086600178484,-0.007812465860976794,-0.6705191603311427,false,false,false,0,0,0
1.0,false,false,false,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,,false,true,true,false,false,false,true,3.7867530995328025E-6,-4.357674226658226E-4,4.440892098500626E-16,-1.8393949517658825E-4,7.046342633376668E-6,-1.8201445927124027E-4,-2.700825450396906E-4,-0.01823993909164695,8.881784197001442E-14,-0.007087327793975513,3.2024138345577286E-4,0.005247825417686981,0.0,0.0,0.0,0.0,0.0,0.0,-44.48953673232673,55.47768916367372,20.24624983819649,4.497974145483985,-0.002882422271755136,-2.360161948798585,false,false,false,0,0,0
1.5,false,false,false,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,,false,true,true,false,false,false,true,3.302836182772495E-6,-4.077165436400243E-4,4.440892098500626E-16,-2.8808631933374684E-4,1.5309224463688764E-5,-7.536534094487735E-5,2.7301633043209122E-5,-0.05507653066017088,0.0,-0.01954031968090006,5.38283643436455E-4,0.0024621399396629854,0.0,0.0,0.0,0.0,0.0,0.0,-44.338324475156504,41.34125387822935,10.002927653618059,-2.7313023504220704,0.06399215308148017,0.6220163822899885,false,false,false,0,0,0
2.0,false,false,false,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,,false,true,true,false,false,false,true,-1.9147020586807173E-6,-7.705524371237615E-4,8.881784197001252E-16,-3.087763157876289E-4,1.3642442737715754E-5,-3.737013808198242E-4,-1.0837257784501961E-4,-0.02830282832189173,8.881784197001442E-14,-0.01137541629683294,-1.2557438902050235E-4,-0.009331724721040246,0.0,0.0,0.0,0.0,0.0,0.0,-45.852230326261676,44.604081616167754,13.53622069206944,1.0463161327236716,-0.0016098254796602708,-0.966013921366893,false,false,true,0,23,1
2.5,true,false,false,0,23,1,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmMove,false,true,true,false,false,false,true,3.366160701290255E-6,-9.524598632815184E-5,8.881784197001252E-16,-1.2362627154338668E-4,4.569707515944543E-6,-4.344645738134645E-4,-1.0234030973777171E-4,0.02652400359712871,8.881784197001442E-14,0.006850983357509367,-2.5188743810745077E-4,-9.887232570449312E-5,0.0,0.0,0.0,0.0,0.0,0.0,-44.80502209855238,39.31132586418581,9.021869480282808,-2.5903875407683623,0.0517402027978871,-1.890106832981297,false,false,false,0,0,0
3.0,true,false,false,0,23,1,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmMove,false,false,true,false,false,false,false,-0.045671783202714256,-0.07802842194312953,0.07853741412051551,-8.865928468138051E-5,4.239229131841604E-4,-7.652179859363173E-5,-1.5409428819184052,-1.5637220022057696,1.5707564444189417,-1.5673634421264793,-1.569399367554636,-0.5187998599706423,0.0,0.0,0.0,0.0,0.0,0.0,646.1007824228943,4.71737957115293,-24.317498352834654,-33.836666087459164,14.78395029257758,-15.221640036378938,false,false,false,0,0,0
3.5,true,false,false,0,23,1,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmMove,true,true,true,false,false,false,true,-1.665761203976877,-1.7413083064264212,1.6485797895883234,-2.2556240786267514,-1.5036324119067013,-0.06730208718379815,-3.704225903789017E-4,-0.06977709671467529,1.601606829382297E-5,-0.2108412430953211,-9.990047015407057E-4,0.0027661421223790818,0.0,0.0,0.0,0.0,0.0,0.0,-7.772362053931562,5.807956720774402,-16.15304300072116,-27.639071339389734,0.8417430236902682,-0.28545366557855123,false,false,false,0,0,0
4.0,true,false,false,0,23,1,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmMove,true,true,true,false,false,false,true,-1.6658647817301242,-1.7409079768634212,1.6485805103113957,-2.26377558329171,-1.503665883292073,-0.06730533962653906,0.0016428802680934847,0.07665633815090608,1.7763568394002883E-13,0.025858656170108515,9.092857704116852E-4,0.0011739204444969728,0.0,0.0,0.0,0.0,0.0,0.0,-16.39940564283159,36.12356489866479,11.133184510765387,-2.6438110296575843,-1.65701631583275,-1.6552062810172425,false,false,false,0,0,0
4.5,true,false,false,0,23,1,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-1.66579253276082,-1.7396220240971623,1.6485805103113957,-2.263477701866763,-1.5035259233101108,-0.06703687051267737,-0.0031330906699262406,0.030525412159216562,1.7763568393999728E-13,0.012796561767911772,0.002859174589175503,0.008551588589166043,0.0,0.0,0.0,0.0,0.0,0.0,1.5793900962377312,52.87912139285189,22.985269387001814,-3.4209060516065826,2.912589236255319,2.03736529666063,false,false,false,0,0,0
5.0,true,false,false,0,23,1,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-1.6658211551722983,-1.739739158410174,1.6485805103113957,-2.263468942018547,-1.5035115055868822,-0.06714032471424014,-0.0018555847116627374,-0.013011498640478535,0.0,-0.005169272832183127,0.010748423870053354,0.010855443454358928,0.0,0.0,0.0,0.0,0.0,0.0,3.471005736859138,51.52621467650547,23.29680526661001,7.249436160893549,-0.2834381392310753,-0.40713820991153965,false,false,false,0,0,0
5.5,true,false,false,0,23,1,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-1.6657414683461376,-1.7402345690850085,1.6485805103113949,-2.2636384181931097,-1.5036844600550596,-0.06728524888716336,-0.0048554927928982266,0.05840991637827894,1.7763568393999728E-13,-0.015227852794905523,0.014624098971081013,0.012931845034278777,0.0,0.0,0.0,0.0,0.0,0.0,-25.075013444426173,47.03237237198201,20.416872659522703,3.1548119544281645,-0.23817277727371922,0.44846723684066936,false,false,false,0,0,0
