time,{mapping}.mapping.feasibleMoveDiscreteCommand,{mapping}.mapping.robotStopped,{mapping}.mapping.gripperOpened,{mapping}.mapping.collision,{mapping}.mapping.gripperClosed,{mapping}.mapping.nonfeasibleMoveDiscreteCommand,{mapping}.mapping.moveCompleted,{mapping}.mapping.q0,{mapping}.mapping.q1,{mapping}.mapping.q2,{mapping}.mapping.q3,{mapping}.mapping.q4,{mapping}.mapping.q5,{mapping}.mapping.qd0,{mapping}.mapping.qd1,{mapping}.mapping.qd2,{mapping}.mapping.qd3,{mapping}.mapping.qd4,{mapping}.mapping.qd5,{mapping}.mapping.qdd0,{mapping}.mapping.qdd1,{mapping}.mapping.qdd2,{mapping}.mapping.qdd3,{mapping}.mapping.qdd4,{mapping}.mapping.qdd5,{mapping}.mapping.t0,{mapping}.mapping.t1,{mapping}.mapping.t2,{mapping}.mapping.t3,{mapping}.mapping.t4,{mapping}.mapping.t5,{rmqfmu}.rmqfmu.closeGripperCommand,{rmqfmu}.rmqfmu.openGripperCommand,{rmqfmu}.rmqfmu.moveDiscreteCommand,{rmqfmu}.rmqfmu.MovementArgs_target_X,{rmqfmu}.rmqfmu.MovementArgs_target_Y,{rmqfmu}.rmqfmu.MovementArgs_target_Z,{dmodel}.dmodel.movediscrete,{dmodel}.dmodel.pick,{dmodel}.dmodel.place,{dmodel}.dmodel.target_X,{dmodel}.dmodel.target_Y,{dmodel}.dmodel.target_Z,{dmodel}.dmodel.closing_diameter,{dmodel}.dmodel.closing_speed,{dmodel}.dmodel.closing_force,{dmodel}.dmodel.opening_diameter,{dmodel}.dmodel.opening_speed,{dmodel}.dmodel.opening_force,{dmodel}.dmodel.stop,{dmodel}.dmodel.movejoint,{dmodel}.dmodel.target_q0,{dmodel}.dmodel.target_q1,{dmodel}.dmodel.target_q2,{dmodel}.dmodel.target_q3,{dmodel}.dmodel.target_q4,{dmodel}.dmodel.target_q5,{dmodel}.dmodel.movecartesian,{dmodel}.dmodel.target_x,{dmodel}.dmodel.target_y,{dmodel}.dmodel.target_z,{dmodel}.dmodel.target_rx,{dmodel}.dmodel.target_ry,{dmodel}.dmodel.target_rz,{dmodel}.dmodel.setvelocity,{dmodel}.dmodel.target_v,{dmodel}.dmodel.state
0.0,false,false,false,false,false,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,0,0,0,false,false,false,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,
0.5,false,true,true,false,false,false,true,2.5605272839790416E-6,-0.0010423021003558297,-7.549516567451064E-15,-2.8853417228269507E-4,8.891711854364104E-6,-2.293548488343511E-4,7.593276318829274E-6,0.032491853993921876,0.0,0.012631110333494447,-5.645873719650872E-4,-0.006701997591296448,0.0,0.0,0.0,0.0,0.0,0.0,-43.82833109655141,68.78491429703455,29.830855853123705,11.496690931730335,0.03234728030513285,7.137389448920007,false,false,false,0,0,0,false,false,false,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,
1.0,false,true,true,false,false,false,true,-3.1251272614163383E-6,3.415915595068597E-4,-8.881784197001252E-15,7.364798757514279E-5,2.3663259796080638E-8,-1.3583794546523364E-4,4.734257010419286E-4,-0.032924849611504915,0.0,-0.0018288914566788996,1.506444400334349E-4,0.011113892408243469,0.0,0.0,0.0,0.0,0.0,0.0,-44.37658285249034,46.17879462651691,14.79921729927186,-1.7619140221431102,0.1543214283749101,-0.9054730306947854,false,false,false,0,0,0,false,false,false,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,
1.5,false,true,true,false,false,false,true,-6.9583247959137395E-6,3.48215809828023E-4,-5.329070518200751E-15,1.4321194068234178E-4,2.9631625726445066E-6,-1.6160958220057253E-4,-5.137666445165333E-4,0.10612191940353681,0.0,0.026951159848920846,-2.1391492124323464E-4,0.002054438157728144,0.0,0.0,0.0,0.0,0.0,0.0,-44.74855206606716,68.44801869441069,30.69567548362477,13.409258359255414,0.03317853142490187,-8.252140035078524,false,false,true,0,23,1,false,false,false,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,
2.0,false,true,true,false,false,false,true,-7.556583273338191E-6,-4.1464142891278755E-4,-5.773159728050814E-15,4.8666379115047675E-5,3.534928075588084E-6,-5.412860186826407E-5,-4.4770595613031604E-4,-0.06349345850340662,0.0,-0.02589587948964633,6.286997074056578E-4,0.007254506098863954,0.0,0.0,0.0,0.0,0.0,0.0,-49.08260159734478,67.98217119004951,29.092996999118213,-10.820060625365187,0.01792117088140204,-6.9541906736502686,false,false,false,0,0,0,true,false,false,0,23,1,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmMove
2.5,false,false,true,false,false,false,false,-0.0019505659470877568,-0.0021627888366571035,7.55945724795204E-5,-1.7091135339075691E-4,9.794365922743964E-7,-3.4068680776133675E-4,-0.036008072365945824,0.00939921593676749,0.0039269907999185125,0.011947282044211504,-0.0062231615762799114,0.0022721262594949596,0.0,0.0,0.0,0.0,0.0,0.0,-3.700884856104943,48.25232868620294,15.165909203372754,1.2444570737393215,-2.165731220059473,0.3729849098730659,false,false,false,0,0,0,true,false,false,0,23,1,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmMove
3.0,true,false,true,false,false,false,false,-0.03383031712333562,-0.025396710814601597,0.02293264509039261,-0.023306585236518185,-0.01608717145482874,-0.013319523730960015,-0.316595449146735,-0.1787537053032511,0.19242256040819383,-0.192270850568392,-0.15388918369572452,-0.11831852924375749,0.0,0.0,0.0,0.0,0.0,0.0,234.0113061028222,56.553546644031954,22.933279423613833,9.316990133929478,-2.6159907173400194,5.947747807211142,false,false,false,0,0,0,true,false,false,0,23,1,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmMove
3.5,true,false,true,false,false,false,false,-0.1778716294451148,-0.11587891771785941,0.11451501142708809,-0.11673587324318202,-0.12059289597123835,-0.05625354720345488,-0.8437576663127901,-0.6554953744235232,0.6633470005515426,-0.6742825497360415,-0.5895536788832826,-0.12545442183604916,0.0,0.0,0.0,0.0,0.0,0.0,441.04578762859745,82.38258380894646,38.98555294717953,19.787183730166227,1.3816568234844087,4.4892037556873134,false,false,false,0,0,0,true,false,false,0,23,1,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmMove
4.0,true,false,true,false,false,false,false,-0.6375769421060782,-0.5376966268833221,0.5369613469525718,-0.5729317583186924,-0.5368988760040354,-0.0673572080492093,-0.8413585085089006,-1.278420804918073,1.2358668248066793,-1.4326180830570885,-1.121201778559679,0.0027471798095036223,0.0,0.0,0.0,0.0,0.0,0.0,684.9246758218679,60.88404855071663,20.782488117788954,6.331416531314868,9.813730157092944,3.010795744377117,false,false,false,0,0,0,true,false,false,0,23,1,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmMove
4.5,true,false,true,false,false,false,false,-1.0065427158645406,-0.9972687226937795,0.9801967078431977,-1.1004448752191642,-0.952266232360131,-0.06780386500952895,-1.1619855563271346,-1.2705548695249438,1.2106989011316456,-1.567330755797091,-1.1260700430703723,0.005812126442527246,0.0,0.0,0.0,0.0,0.0,0.0,622.2728257166472,55.88100331879307,11.037600607967573,-10.23654630633134,5.653317748862103,3.8386854159666464,false,false,false,0,0,0,true,false,false,0,23,1,0.0,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmMove
